"","TargetID","adjp","coef","TargetID1","Overlap","Significance"
"1477","cg03548463",0.726903998251583,-0.130522382217585,"cg03548463","Non-overlapped","non-sig"
"1478","cg09330116",0.998013472842594,0.00252941645185516,"cg09330116","Non-overlapped","non-sig"
"1479","cg00400654",0.94626695330236,-0.0854414760973143,"cg00400654","Non-overlapped","non-sig"
"1480","cg04272838",0.585779053858645,-0.13285007403734,"cg04272838","Non-overlapped","non-sig"
"1481","cg02915803",0.921684142930469,0.166602872841399,"cg02915803","Non-overlapped","non-sig"
"1482","cg26932054",0.968935241455356,0.0374610907811745,"cg26932054","Non-overlapped","non-sig"
"1483","cg16990083",0.61221097810656,-0.125584008103035,"cg16990083","Non-overlapped","non-sig"
"1484","cg12655137",0.414826421327431,0.159779920491412,"cg12655137","Non-overlapped","non-sig"
"1485","cg20251225",0.298567837283391,0.250342307870878,"cg20251225","Non-overlapped","non-sig"
"1486","cg20429981",0.548649596181832,0.174381361340169,"cg20429981","Non-overlapped","non-sig"
"1487","cg01189072",0.973977710092524,-0.0404558990374813,"cg01189072","Non-overlapped","non-sig"
"1488","cg11588584",0.751862865776114,-0.159249420751737,"cg11588584","Non-overlapped","non-sig"
"1489","cg09825670",0.973208096610084,0.0191551886949778,"cg09825670","Non-overlapped","non-sig"
"1490","cg20462449",0.965793618394139,0.0276925128615284,"cg20462449","Non-overlapped","non-sig"
"1491","cg21106418",0.868340843440762,0.119987732777483,"cg21106418","Non-overlapped","non-sig"
"1492","cg10065215",0.967231835685446,0.00970593226008697,"cg10065215","Non-overlapped","non-sig"
"1493","cg12042834",0.78230962717815,-0.145954255771241,"cg12042834","Non-overlapped","non-sig"
"1494","cg14976190",0.663750933931345,0.0529563994387064,"cg14976190","Non-overlapped","non-sig"
"1495","cg12100965",0.692350772812866,-0.138861503571383,"cg12100965","Non-overlapped","non-sig"
"1496","cg05972376",0.430008066615435,0.425748300347268,"cg05972376","Non-overlapped","non-sig"
"1497","cg17106628",0.959357400276079,-0.0251990667010529,"cg17106628","Non-overlapped","non-sig"
"1498","cg19018051",0.877459501822467,-0.0611029528369909,"cg19018051","Non-overlapped","non-sig"
"1499","cg23231093",0.768746018296868,0.12552615975382,"cg23231093","Non-overlapped","non-sig"
"1500","cg04437922",0.884762289059496,-0.0960298548335527,"cg04437922","Non-overlapped","non-sig"
"1501","cg24688574",0.940661283271831,-0.0377294694063179,"cg24688574","Non-overlapped","non-sig"
"1502","cg00341415",0.574785810165365,-0.121917025042259,"cg00341415","Non-overlapped","non-sig"
"1503","cg06750152",0.870732752729442,-0.122012272065091,"cg06750152","Non-overlapped","non-sig"
"1504","cg21265770",0.998912115182308,-0.00108976825129461,"cg21265770","Non-overlapped","non-sig"
"1505","cg10626236",0.907992433341969,-0.0499492942148515,"cg10626236","Non-overlapped","non-sig"
"1506","cg27169263",0.777493272516029,0.0483894968556718,"cg27169263","Non-overlapped","non-sig"
"1507","cg12437380",0.918733934647672,0.0705824821230854,"cg12437380","Non-overlapped","non-sig"
"1508","cg21932190",0.988299632002354,-0.0216141730732577,"cg21932190","Non-overlapped","non-sig"
"1509","cg05364761",0.998621308265145,-0.00291292098324298,"cg05364761","Non-overlapped","non-sig"
"1510","cg03139693",0.933224979346949,0.0702776350801854,"cg03139693","Non-overlapped","non-sig"
"1511","cg00853237",0.591562204062443,0.312581598173081,"cg00853237","Non-overlapped","non-sig"
"1512","cg27047637",0.655932876003328,0.243511120807915,"cg27047637","Non-overlapped","non-sig"
"1513","cg12048375",0.938176537475485,-0.0302589881801937,"cg12048375","Non-overlapped","non-sig"
"1514","cg25189483",0.674913507228629,-0.191176721617796,"cg25189483","Non-overlapped","non-sig"
"1515","cg24933755",0.828200012307026,0.122513132995139,"cg24933755","Non-overlapped","non-sig"
"1516","cg11851198",0.636048839391971,0.176445111388297,"cg11851198","Non-overlapped","non-sig"
"1517","cg23611477",0.990174281654835,0.041719129723623,"cg23611477","Non-overlapped","non-sig"
"1518","cg10628909",0.989694936748987,-0.0102729824816457,"cg10628909","Non-overlapped","non-sig"
"1519","cg23059868",0.95577895356124,0.0420630080904927,"cg23059868","Non-overlapped","non-sig"
"1520","cg21906539",0.925717286048544,0.04267829427316,"cg21906539","Non-overlapped","non-sig"
"1521","cg16248785",0.873252894583052,-0.0553914375058703,"cg16248785","Non-overlapped","non-sig"
"1522","cg00062592",0.61139938278294,0.169607660210881,"cg00062592","Non-overlapped","non-sig"
"1523","cg11198222",0.900311049100809,0.0588252670108177,"cg11198222","Non-overlapped","non-sig"
"1524","cg00669623",0.722658192650002,-0.236617206080361,"cg00669623","Non-overlapped","non-sig"
"1525","cg04243582",0.988986042553768,0.00892484788794437,"cg04243582","Non-overlapped","non-sig"
"1526","cg11572942",0.556312469260146,0.422221044684641,"cg11572942","Non-overlapped","non-sig"
"1527","cg14164956",0.887808011322066,0.0368926035140139,"cg14164956","Non-overlapped","non-sig"
"1528","cg13441524",0.371549615101976,-0.355498882321764,"cg13441524","Non-overlapped","non-sig"
"1529","cg12213037",0.685400202843727,-0.722284015809278,"cg12213037","Non-overlapped","non-sig"
"1530","cg20612964",0.61256989801527,0.230791987154549,"cg20612964","Non-overlapped","non-sig"
"1531","cg04087434",0.36060332961018,-0.351693447842893,"cg04087434","Non-overlapped","non-sig"
"1532","cg13866156",0.776010645914037,-0.214157935085546,"cg13866156","Non-overlapped","non-sig"
"1533","cg17456545",0.839050275844354,-0.0710073249978304,"cg17456545","Non-overlapped","non-sig"
"1534","cg02934509",0.875816442038776,-0.0731172282527501,"cg02934509","Non-overlapped","non-sig"
"1535","cg27391816",0.946489881652953,0.0437402062375925,"cg27391816","Non-overlapped","non-sig"
"1536","cg16990280",0.729768332013661,0.29129942488872,"cg16990280","Non-overlapped","non-sig"
"1537","cg20597714",0.940661283271831,0.0360513999661686,"cg20597714","Non-overlapped","non-sig"
"1538","cg23983334",0.954565564907732,0.0264311483570207,"cg23983334","Non-overlapped","non-sig"
"1539","cg01738944",0.966723633275987,-0.021966177169439,"cg01738944","Non-overlapped","non-sig"
"1540","cg13849007",0.932073782121197,0.0438830789491275,"cg13849007","Non-overlapped","non-sig"
"1541","cg25394461",0.946825741861518,-0.0441057533125735,"cg25394461","Non-overlapped","non-sig"
"1542","cg04789860",0.870732752729442,-0.136592426034562,"cg04789860","Non-overlapped","non-sig"
"1543","cg17990871",0.999110609554644,0.000593312446544057,"cg17990871","Non-overlapped","non-sig"
"1544","cg04100492",0.872651889671963,-0.0592043550710016,"cg04100492","Non-overlapped","non-sig"
"1545","cg01512113",0.996339994680854,-0.00422574753252397,"cg01512113","Non-overlapped","non-sig"
"1546","cg20999797",0.801104177016712,0.148215830499842,"cg20999797","Non-overlapped","non-sig"
"1547","cg06964353",0.700534436676088,-0.129515593005303,"cg06964353","Non-overlapped","non-sig"
"1548","cg14018698",0.973993756053458,0.0284971197627038,"cg14018698","Non-overlapped","non-sig"
"1549","cg18763089",0.760058734876838,-0.104513192357683,"cg18763089","Non-overlapped","non-sig"
"1550","cg14027380",0.759316711898128,0.169424974989249,"cg14027380","Non-overlapped","non-sig"
"1551","cg11163532",0.95877082045717,0.0325992236663053,"cg11163532","Non-overlapped","non-sig"
"1552","cg03386811",0.990156774019398,-0.0153852976408802,"cg03386811","Non-overlapped","non-sig"
"1553","cg22707691",0.999110609554644,-0.00054011468793892,"cg22707691","Non-overlapped","non-sig"
"1554","cg24086442",0.786814483568729,-0.110804739502674,"cg24086442","Non-overlapped","non-sig"
"1555","cg22442180",0.798930518865602,0.0637872666754451,"cg22442180","Non-overlapped","non-sig"
"1556","cg10317445",0.865885159986833,-0.0394973114374651,"cg10317445","Non-overlapped","non-sig"
"1557","cg21580588",0.846449159590083,0.0224318317805208,"cg21580588","Non-overlapped","non-sig"
"1558","cg15260978",0.998013472842594,0.00167590490597982,"cg15260978","Non-overlapped","non-sig"
"1559","cg12406875",0.913774513494786,0.0695987321676565,"cg12406875","Non-overlapped","non-sig"
"1560","cg05983502",0.827874152850907,0.0868758532463166,"cg05983502","Non-overlapped","non-sig"
"1561","cg17282211",0.964690251868714,0.0120756999183077,"cg17282211","Non-overlapped","non-sig"
"1562","cg27433479",0.787393939315606,-0.527067501110299,"cg27433479","Non-overlapped","non-sig"
"1563","cg26342907",0.941993702521084,0.013398944593787,"cg26342907","Non-overlapped","non-sig"
"1564","cg11725331",0.846270199824683,-0.115632365470671,"cg11725331","Non-overlapped","non-sig"
"1565","cg10543797",0.924410751039186,0.0630539176545903,"cg10543797","Non-overlapped","non-sig"
"1566","cg18947110",0.701075475869632,-0.182738152106937,"cg18947110","Non-overlapped","non-sig"
"1567","cg09233730",0.970909087342298,-0.0253292040660609,"cg09233730","Non-overlapped","non-sig"
"1568","cg09185911",0.88971780670803,-0.0785795206136703,"cg09185911","Non-overlapped","non-sig"
"1569","cg25031205",0.625221760930542,-0.129085248877978,"cg25031205","Non-overlapped","non-sig"
"1570","cg15578948",0.981335512455451,-0.00797058454811535,"cg15578948","Non-overlapped","non-sig"
"1571","cg04439557",0.942142307291097,-0.0606459742280563,"cg04439557","Non-overlapped","non-sig"
"1572","cg08122070",0.890180925304846,-0.104848682190933,"cg08122070","Non-overlapped","non-sig"
"1573","cg05152432",0.924410751039186,-0.0188030910291847,"cg05152432","Non-overlapped","non-sig"
"1574","cg08937102",0.134141579815633,0.133926501965226,"cg08937102","Non-overlapped","non-sig"
"1575","cg03606098",0.870866495334179,0.107056678285253,"cg03606098","Non-overlapped","non-sig"
"1576","cg12552303",0.999110609554644,0.000538045818347084,"cg12552303","Non-overlapped","non-sig"
"1577","cg00423114",0.864785570964438,0.0893664170728837,"cg00423114","Non-overlapped","non-sig"
"1578","cg21692735",0.808829659706233,-0.0418438405173379,"cg21692735","Non-overlapped","non-sig"
"1579","cg23159992",0.997681814724238,0.00257825016603298,"cg23159992","Non-overlapped","non-sig"
"1580","cg14778560",0.273566649078286,0.49002207910361,"cg14778560","Non-overlapped","non-sig"
"1581","cg15824543",0.887097457708502,0.106139191538832,"cg15824543","Non-overlapped","non-sig"
"1582","cg06219660",0.428576240183803,-0.147480900757885,"cg06219660","Non-overlapped","non-sig"
"1583","cg00992048",0.78392648262426,-0.0696358340736507,"cg00992048","Non-overlapped","non-sig"
"1584","cg00343906",0.906626118180248,-0.0542486695775907,"cg00343906","Non-overlapped","non-sig"
"1585","cg09182189",0.829662845239152,-0.049820009635287,"cg09182189","Non-overlapped","non-sig"
"1586","cg17157064",0.990174281654835,0.00648660994007138,"cg17157064","Non-overlapped","non-sig"
"1587","cg04407228",0.787393939315606,-0.137754893889748,"cg04407228","Non-overlapped","non-sig"
"1588","cg10388316",0.93796509316551,-0.0392280178528462,"cg10388316","Non-overlapped","non-sig"
"1589","cg00997530",0.978607005401603,0.0128220380844083,"cg00997530","Non-overlapped","non-sig"
"1590","cg00328972",0.962998614738975,-0.0255194368806616,"cg00328972","Non-overlapped","non-sig"
"1591","cg26421735",0.965093540109179,-0.0275670966897975,"cg26421735","Non-overlapped","non-sig"
"1592","cg09932345",0.978607005401603,-0.017849906304848,"cg09932345","Non-overlapped","non-sig"
"1593","cg02297801",0.624759653343181,0.161016964502843,"cg02297801","Non-overlapped","non-sig"
"1594","cg17266431",0.618339829499542,0.0811928013841134,"cg17266431","Non-overlapped","non-sig"
"1595","cg02280859",0.456327735683548,0.146763373603756,"cg02280859","Non-overlapped","non-sig"
"1596","cg23678594",0.897055601574488,-0.0536427946487255,"cg23678594","Non-overlapped","non-sig"
"1597","cg19083977",0.520816849711635,0.124156681935913,"cg19083977","Non-overlapped","non-sig"
"1598","cg02769781",0.970366470143717,0.0368887753947452,"cg02769781","Non-overlapped","non-sig"
"1599","cg24163210",0.781167289917241,0.069657809998019,"cg24163210","Non-overlapped","non-sig"
"1600","cg00558749",0.77931356290597,0.074910445354651,"cg00558749","Non-overlapped","non-sig"
"1601","cg13461447",0.989200319161624,0.0200368704750291,"cg13461447","Non-overlapped","non-sig"
"1602","cg10207218",0.835221576095805,-0.107643999016368,"cg10207218","Non-overlapped","non-sig"
"1603","cg05262191",0.951287152247489,0.0281087819911742,"cg05262191","Non-overlapped","non-sig"
"1604","cg22376730",0.844862686753308,0.0704885903830728,"cg22376730","Non-overlapped","non-sig"
"1605","cg04902899",0.826942588898862,-0.105601129152599,"cg04902899","Non-overlapped","non-sig"
"1606","cg26568075",0.854724203263658,-0.113470480761816,"cg26568075","Non-overlapped","non-sig"
"1607","cg25314445",0.907891163596249,0.0645271725699077,"cg25314445","Non-overlapped","non-sig"
"1608","cg12076692",0.998764236493459,-0.000913536233504269,"cg12076692","Non-overlapped","non-sig"
"1609","cg16418734",0.962557125000676,-0.0409279269891336,"cg16418734","Non-overlapped","non-sig"
"1610","cg05722993",0.821312198968373,-0.129653964450234,"cg05722993","Non-overlapped","non-sig"
"1611","cg03335128",0.881937782807344,0.114638077240145,"cg03335128","Non-overlapped","non-sig"
"1612","cg26793463",0.535096428582371,-0.282007422196572,"cg26793463","Non-overlapped","non-sig"
"1613","cg21422400",0.818259546412185,0.168007221742209,"cg21422400","Non-overlapped","non-sig"
"1614","cg01729401",0.978350305079644,-0.0291149003269498,"cg01729401","Non-overlapped","non-sig"
"1615","cg08651003",0.978648002417835,0.0208140904013025,"cg08651003","Non-overlapped","non-sig"
"1616","cg05119467",0.948292354241316,0.054595126921273,"cg05119467","Non-overlapped","non-sig"
"1617","cg04260676",0.625366645099624,0.110755124513478,"cg04260676","Non-overlapped","non-sig"
"1618","cg16677144",0.831220664474743,0.108865372099298,"cg16677144","Non-overlapped","non-sig"
"1619","cg20801637",0.993006525410939,0.00862077279265181,"cg20801637","Non-overlapped","non-sig"
"1620","cg18162783",0.592123450112323,0.272897750552642,"cg18162783","Non-overlapped","non-sig"
"1621","cg04994975",0.719603381479911,-0.231475087325856,"cg04994975","Non-overlapped","non-sig"
"1622","cg25599619",0.983049371746137,0.0214848277947573,"cg25599619","Non-overlapped","non-sig"
"1623","cg11836949",0.499259478336251,-0.70879260303869,"cg11836949","Non-overlapped","non-sig"
"1624","cg11228874",0.808273929352656,0.0926235049161438,"cg11228874","Non-overlapped","non-sig"
"1625","cg03043696",0.785151669286783,0.0600447382248308,"cg03043696","Non-overlapped","non-sig"
"1626","cg19340909",0.991408755012436,0.00942219035089259,"cg19340909","Non-overlapped","non-sig"
"1627","cg03716942",0.933385149010052,-0.041927059736348,"cg03716942","Non-overlapped","non-sig"
"1628","cg06196161",0.968624231716173,-0.0218400615325964,"cg06196161","Non-overlapped","non-sig"
"1629","cg23891190",0.768237468503063,-0.150411389803145,"cg23891190","Non-overlapped","non-sig"
"1630","cg01821754",0.745594555934023,-0.107737693089581,"cg01821754","Non-overlapped","non-sig"
"1631","cg17483139",0.885998383033669,-0.0843813124924259,"cg17483139","Non-overlapped","non-sig"
"1632","cg04266169",0.904972698385255,0.0589740368812653,"cg04266169","Non-overlapped","non-sig"
"1633","cg26160180",0.823239720850517,0.0858623474403664,"cg26160180","Non-overlapped","non-sig"
"1634","cg15827003",0.96506656305431,-0.042258887074476,"cg15827003","Non-overlapped","non-sig"
"1635","cg18854735",0.981986488933801,-0.00965679279039729,"cg18854735","Non-overlapped","non-sig"
"1636","cg12150066",0.846662235453336,-0.0804873733076859,"cg12150066","Non-overlapped","non-sig"
"1637","cg23982607",0.518690771220303,-0.321549896700676,"cg23982607","Non-overlapped","non-sig"
"1638","cg07380540",0.882013975601262,0.0279221418297073,"cg07380540","Non-overlapped","non-sig"
"1639","cg16652392",0.914745972517113,-0.0428905152908812,"cg16652392","Non-overlapped","non-sig"
"1640","cg21776599",0.990467088280343,0.00750670244908776,"cg21776599","Non-overlapped","non-sig"
"1641","cg24706992",0.857506624063223,-0.0383867677745012,"cg24706992","Non-overlapped","non-sig"
"1642","cg23936745",0.953554589002578,0.0369056620766429,"cg23936745","Non-overlapped","non-sig"
"1643","cg00007800",0.943526089943135,-0.043004846450563,"cg00007800","Non-overlapped","non-sig"
"1644","cg22962923",0.710219113966598,-0.0776424587563657,"cg22962923","Non-overlapped","non-sig"
"1645","cg09809474",0.968650027242857,-0.04201243086394,"cg09809474","Non-overlapped","non-sig"
"1646","cg13918235",0.847603999233008,0.0746272874230135,"cg13918235","Non-overlapped","non-sig"
"1647","cg16384593",0.878933868809645,-0.0967714891752396,"cg16384593","Non-overlapped","non-sig"
"1648","cg00309462",0.93605902587433,-0.0365431374850739,"cg00309462","Non-overlapped","non-sig"
"1649","cg23688809",0.948935547029232,0.0260532507940542,"cg23688809","Non-overlapped","non-sig"
"1650","cg16926213",0.862666477647241,-0.179554421385292,"cg16926213","Non-overlapped","non-sig"
"1651","cg22850508",0.892816220866586,0.0679356457665815,"cg22850508","Non-overlapped","non-sig"
"1652","cg15102821",0.758939684742516,-0.0650807338912508,"cg15102821","Non-overlapped","non-sig"
"1653","cg01755342",0.496253048469987,-0.0844615081123548,"cg01755342","Non-overlapped","non-sig"
"1654","cg15819352",0.941145496749948,0.0318750448126241,"cg15819352","Non-overlapped","non-sig"
"1655","cg01826337",0.712375503252167,-0.145049992388399,"cg01826337","Non-overlapped","non-sig"
"1656","cg06443644",0.892480389230608,-0.116145506234055,"cg06443644","Non-overlapped","non-sig"
"1657","cg11549166",0.907891163596249,-0.075716243168841,"cg11549166","Non-overlapped","non-sig"
"1658","cg22364929",0.531558356557295,-0.168839736764258,"cg22364929","Non-overlapped","non-sig"
"1659","cg05132306",0.804408070914905,-0.195403456170123,"cg05132306","Non-overlapped","non-sig"
"1660","cg17434257",0.439689033270206,-0.266619594641053,"cg17434257","Non-overlapped","non-sig"
"1661","cg15527168",0.979550311430886,-0.02185400500899,"cg15527168","Non-overlapped","non-sig"
"1662","cg17592667",0.924561539231107,0.0556010393389001,"cg17592667","Non-overlapped","non-sig"
"1663","cg03442254",0.678357279920484,-0.11927874376184,"cg03442254","Non-overlapped","non-sig"
"1664","cg16989443",0.674956037126941,-0.188675146241497,"cg16989443","Non-overlapped","non-sig"
"1665","cg07177011",0.870083753143874,-0.0668868630325245,"cg07177011","Non-overlapped","non-sig"
"1666","cg22718050",0.428576240183803,0.393059641180376,"cg22718050","Non-overlapped","non-sig"
"1667","cg10943191",0.97850622370646,-0.0138865372178788,"cg10943191","Non-overlapped","non-sig"
"1668","cg15496744",0.892816220866586,-0.0666661067756905,"cg15496744","Non-overlapped","non-sig"
"1669","cg22865286",0.719303041912388,0.140342953132176,"cg22865286","Non-overlapped","non-sig"
"1670","cg17091266",0.957458856933922,0.0378094067627768,"cg17091266","Non-overlapped","non-sig"
"1671","cg13680954",0.703144793068757,0.197435371151134,"cg13680954","Non-overlapped","non-sig"
"1672","cg14180718",0.935893568145356,0.0435247138383596,"cg14180718","Non-overlapped","non-sig"
"1673","cg08169659",0.930086549310276,0.0470907341695576,"cg08169659","Non-overlapped","non-sig"
"1674","cg17722231",0.962477178124749,0.0329118175939506,"cg17722231","Non-overlapped","non-sig"
"1675","cg22094750",0.454296933769376,0.204050374229223,"cg22094750","Non-overlapped","non-sig"
"1676","cg08134829",0.998324704424832,-0.0019318577722518,"cg08134829","Non-overlapped","non-sig"
"1677","cg25590392",0.660448584976186,0.139257143505492,"cg25590392","Non-overlapped","non-sig"
"1678","cg10096055",0.866908672880933,-0.0886508541819829,"cg10096055","Non-overlapped","non-sig"
"1679","cg02577049",0.857109290349867,0.0789520290823182,"cg02577049","Non-overlapped","non-sig"
"1680","cg05355142",0.96589377651099,-0.0167414912599098,"cg05355142","Non-overlapped","non-sig"
"1681","cg04758387",0.518690771220303,-0.100199961959432,"cg04758387","Non-overlapped","non-sig"
"1682","cg10219957",0.39032622723828,-0.110309790851748,"cg10219957","Non-overlapped","non-sig"
"1683","cg22536775",0.822887708088131,-0.0593101707074565,"cg22536775","Non-overlapped","non-sig"
"1684","cg10521536",0.717380392813186,-0.205158108288466,"cg10521536","Non-overlapped","non-sig"
"1685","cg09859491",0.992723412228289,-0.00831438840072496,"cg09859491","Non-overlapped","non-sig"
"1686","cg06174563",0.730593571731401,-0.102272277369871,"cg06174563","Non-overlapped","non-sig"
"1687","cg01428437",0.946825741861518,-0.0243976697520858,"cg01428437","Non-overlapped","non-sig"
"1688","cg04886783",0.766740693089546,-0.0473491102957635,"cg04886783","Non-overlapped","non-sig"
"1689","cg02050973",0.996863828035488,-0.00440062419131363,"cg02050973","Non-overlapped","non-sig"
"1690","cg07419586",0.878887278129423,-0.0562697638942252,"cg07419586","Non-overlapped","non-sig"
"1691","cg03580107",0.643755454391904,-0.166357305007986,"cg03580107","Non-overlapped","non-sig"
"1692","cg07924154",0.810717443296375,-0.0860448299035484,"cg07924154","Non-overlapped","non-sig"
"1693","cg03547078",0.995718722603492,0.014277571706561,"cg03547078","Non-overlapped","non-sig"
"1694","cg22447799",0.444034832949801,-0.274276219764377,"cg22447799","Non-overlapped","non-sig"
"1695","cg19356311",0.933572052430756,-0.0494604024713261,"cg19356311","Non-overlapped","non-sig"
"1696","cg08440544",0.920878162074288,-0.0419276651582423,"cg08440544","Non-overlapped","non-sig"
"1697","cg16328466",0.766478921066679,-0.140563815755192,"cg16328466","Non-overlapped","non-sig"
"1698","cg18231054",0.649250849455146,-0.272732914366976,"cg18231054","Non-overlapped","non-sig"
"1699","cg06092084",0.984200855950226,-0.0116305410845492,"cg06092084","Non-overlapped","non-sig"
"1700","cg11977488",0.817956825966342,-0.0717358968751694,"cg11977488","Non-overlapped","non-sig"
"1701","cg03719984",0.734329455165308,-0.323892331353553,"cg03719984","Non-overlapped","non-sig"
"1702","cg11649821",0.739000236697931,0.151239148321163,"cg11649821","Non-overlapped","non-sig"
"1703","cg17091049",0.643755454391904,0.429159528016225,"cg17091049","Non-overlapped","non-sig"
"1704","cg09315172",0.669166055184196,0.0983330423600896,"cg09315172","Non-overlapped","non-sig"
"1705","cg24641654",0.757996792157785,-0.134927921154622,"cg24641654","Non-overlapped","non-sig"
"1706","cg07227679",0.762256832496715,0.293841675506991,"cg07227679","Non-overlapped","non-sig"
"1707","cg19630039",0.993006525410939,-0.0120799901603398,"cg19630039","Non-overlapped","non-sig"
"1708","cg06082439",0.949802193557251,-0.0512080297713787,"cg06082439","Non-overlapped","non-sig"
"1709","cg06937595",0.706273126614365,-0.115191269439134,"cg06937595","Non-overlapped","non-sig"
"1710","cg06853697",0.96589377651099,-0.0414789783859065,"cg06853697","Non-overlapped","non-sig"
"1711","cg18383977",0.877526358151041,-0.107898357524244,"cg18383977","Non-overlapped","non-sig"
"1712","cg08639799",0.99337392397283,0.00483628232844091,"cg08639799","Non-overlapped","non-sig"
"1713","cg14559508",0.792270043052963,-0.137511544687356,"cg14559508","Non-overlapped","non-sig"
"1714","cg16680704",0.935883325802116,0.0691254251366075,"cg16680704","Non-overlapped","non-sig"
"1715","cg24315049",0.859270713299091,0.0434488801151484,"cg24315049","Non-overlapped","non-sig"
"1716","cg02367828",0.940170064792721,0.0561667535233148,"cg02367828","Non-overlapped","non-sig"
"1717","cg15833286",0.822028115436427,-0.144787944266328,"cg15833286","Non-overlapped","non-sig"
"1718","cg16142957",0.934788038528979,-0.0678294845260316,"cg16142957","Non-overlapped","non-sig"
"1719","cg07719258",0.666624697038034,-0.237158567514213,"cg07719258","Non-overlapped","non-sig"
"1720","cg14839558",0.993006525410939,-0.0155836996988247,"cg14839558","Non-overlapped","non-sig"
"1721","cg21876832",0.78230962717815,0.133021312790434,"cg21876832","Non-overlapped","non-sig"
"1722","cg15028578",0.928172778546052,0.103695561889906,"cg15028578","Non-overlapped","non-sig"
"1723","cg17747265",0.940661283271831,-0.0563259163355278,"cg17747265","Non-overlapped","non-sig"
"1724","cg03396347",0.784922349135994,-0.215227347828952,"cg03396347","Non-overlapped","non-sig"
"1725","cg26153158",0.916916789489894,-0.138127772573001,"cg26153158","Non-overlapped","non-sig"
"1726","cg16573863",0.957745531362301,-0.0605571057584118,"cg16573863","Non-overlapped","non-sig"
"1727","cg24525340",0.826193163747596,0.047337786656511,"cg24525340","Non-overlapped","non-sig"
"1728","cg22375575",0.906469893314654,-0.0879629440661874,"cg22375575","Non-overlapped","non-sig"
"1729","cg08730434",0.984141154931111,0.00880541665205529,"cg08730434","Non-overlapped","non-sig"
"1730","cg26357403",0.996498367459249,-0.00351413971502625,"cg26357403","Non-overlapped","non-sig"
"1731","cg22452682",0.947305435029881,0.0456114054112252,"cg22452682","Non-overlapped","non-sig"
"1732","cg22380385",0.945765749812028,-0.0375914528024343,"cg22380385","Non-overlapped","non-sig"
"1733","cg06090818",0.621590164593489,0.621567817405827,"cg06090818","Non-overlapped","non-sig"
"1734","cg13111532",0.687008087204312,0.514687018021195,"cg13111532","Non-overlapped","non-sig"
"1735","cg12035532",0.940661283271831,-0.0708319098526875,"cg12035532","Non-overlapped","non-sig"
"1736","cg05264578",0.983049371746137,-0.0144932974975349,"cg05264578","Non-overlapped","non-sig"
"1737","cg14165029",0.917089296803162,-0.0650540676351382,"cg14165029","Non-overlapped","non-sig"
"1738","cg12665890",0.977653627926885,-0.0228873409735425,"cg12665890","Non-overlapped","non-sig"
"1739","cg10433463",0.932245037936812,0.106624170336253,"cg10433463","Non-overlapped","non-sig"
"1740","cg13204758",0.489575337507962,0.2282001174364,"cg13204758","Non-overlapped","non-sig"
"1741","cg03950120",0.79522796004747,0.251019491400733,"cg03950120","Non-overlapped","non-sig"
"1742","cg11528033",0.808273929352656,-0.20609286948675,"cg11528033","Non-overlapped","non-sig"
"1743","cg11254952",0.955726503187564,0.0577958003120308,"cg11254952","Non-overlapped","non-sig"
"1744","cg22619719",0.933132190581327,0.077016555713431,"cg22619719","Non-overlapped","non-sig"
"1745","cg10020121",0.904677596921366,0.156538044279339,"cg10020121","Non-overlapped","non-sig"
"1746","cg11956108",0.803969798723458,-0.181279721273978,"cg11956108","Non-overlapped","non-sig"
"1747","cg04395167",0.948846500083033,-0.0449763436726784,"cg04395167","Non-overlapped","non-sig"
"1748","cg05757448",0.655471651472745,-0.300570811138679,"cg05757448","Non-overlapped","non-sig"
"1749","cg15151929",0.482287983179676,0.240263951917204,"cg15151929","Non-overlapped","non-sig"
"1750","cg13168877",0.678357279920484,0.348976725874989,"cg13168877","Non-overlapped","non-sig"
"1751","cg03330818",0.921933075209716,0.0876205995932249,"cg03330818","Non-overlapped","non-sig"
"1752","cg24503109",0.870732752729442,-0.164441077459785,"cg24503109","Non-overlapped","non-sig"
"1753","cg04852972",0.734245249385808,0.13868500116518,"cg04852972","Non-overlapped","non-sig"
"1754","cg24495298",0.932102308115243,0.0391051032349194,"cg24495298","Non-overlapped","non-sig"
"1755","cg18163909",0.947092595216704,-0.0680999031731714,"cg18163909","Non-overlapped","non-sig"
"1756","cg06123252",0.718998820902682,-0.113368645448599,"cg06123252","Non-overlapped","non-sig"
"1757","cg04245726",0.957745531362301,0.0216513865929366,"cg04245726","Non-overlapped","non-sig"
"1758","cg15546282",0.863596708363821,-0.0233888089055047,"cg15546282","Non-overlapped","non-sig"
"1759","cg06835814",0.822867391073388,-0.134942228135266,"cg06835814","Non-overlapped","non-sig"
"1760","cg07105421",0.984141154931111,-0.0157512432677054,"cg07105421","Non-overlapped","non-sig"
"1761","cg26430560",0.706627236955056,-0.148783445640577,"cg26430560","Non-overlapped","non-sig"
"1762","cg14598619",0.956528927326532,0.0690046027492746,"cg14598619","Non-overlapped","non-sig"
"1763","cg20295049",0.998013472842594,-0.00407525587961873,"cg20295049","Non-overlapped","non-sig"
"1764","cg00574213",0.821980683258409,0.152456377541953,"cg00574213","Non-overlapped","non-sig"
"1765","cg17016101",0.224800922724399,0.245395251658007,"cg17016101","Non-overlapped","non-sig"
"1766","cg01559650",0.680812162057703,0.229271195145589,"cg01559650","Non-overlapped","non-sig"
